date,cash_in,cash_out,channel,transaction_count,balance,day_of_week,month,quarter,lag1_in,lag7_in,lag1_out,lag7_out,roll_mean_7_in,roll_mean_7_out,roll_mean_30_in,roll_mean_30_out,cash_in_next_day,cash_out_next_day,cash_in_h7_sum,cash_out_h7_sum,cash_in_next_month_sum,cash_out_next_month_sum
2024-10-24,1.18E8,7.1E7,DEFAULT,1,4.7E7,4,10,4,8.35E7,8.65E7,5.0E7,5.2E7,7.9E7,4.735714285714286E7,8.026666666666667E7,4.8133333333333336E7,1.28E8,7.7E7,7.44E8,4.47E8,2.5425E9,1.525E9
2024-10-25,1.28E8,7.7E7,DEFAULT,1,5.1E7,5,10,4,1.18E8,9.2E7,7.1E7,5.5E7,8.414285714285715E7,5.05E7,8.093333333333333E7,4.8533333333333336E7,1.35E8,8.1E7,7.04E8,4.23E8,2.457E9,1.4735E9
2024-10-26,1.35E8,8.1E7,DEFAULT,1,5.4E7,6,10,4,1.28E8,5.4E7,7.7E7,3.25E7,9.571428571428572E7,5.7428571428571425E7,8.15E7,4.8866666666666664E7,7.5E7,4.5E7,6.21E8,3.73E8,2.432E9,1.4585E9
2024-10-27,7.5E7,4.5E7,DEFAULT,1,3.0E7,0,10,4,1.35E8,3.85E7,8.1E7,2.3E7,1.0092857142857143E8,6.0571428571428575E7,7.983333333333333E7,4.7866666666666664E7,8.8E7,5.3E7,5.83E8,3.5E8,2.482E9,1.4885E9
2024-10-28,8.8E7,5.3E7,DEFAULT,1,3.5E7,1,10,4,7.5E7,8.1E7,4.5E7,4.85E7,1.0192857142857143E8,6.121428571428572E7,7.843333333333333E7,4.7033333333333336E7,1.15E8,6.9E7,5.77E8,3.46E8,2.526E9,1.5145E9
2024-10-29,1.15E8,6.9E7,DEFAULT,1,4.6E7,2,10,4,8.8E7,8.6E7,5.3E7,5.15E7,1.0607142857142857E8,6.371428571428572E7,7.986666666666667E7,4.79E7,1.08E8,6.5E7,5.495E8,3.295E8,2.551E9,1.5295E9
2024-10-30,1.08E8,6.5E7,DEFAULT,1,4.3E7,3,10,4,1.15E8,8.35E7,6.9E7,5.0E7,1.0957142857142857E8,6.585714285714286E7,8.153333333333333E7,4.89E7,9.5E7,5.7E7,5.265E8,3.155E8,2.591E9,1.5535E9
2024-10-31,9.5E7,5.7E7,DEFAULT,1,3.8E7,4,10,4,1.08E8,1.18E8,6.5E7,7.1E7,1.0628571428571428E8,6.385714285714286E7,8.21E7,4.9233333333333336E7,8.8E7,5.3E7,5.22E8,3.125E8,2.581E9,1.5475E9
2024-11-01,8.8E7,5.3E7,DEFAULT,1,3.5E7,5,11,4,9.5E7,1.28E8,5.7E7,7.7E7,1.0057142857142857E8,6.0428571428571425E7,8.22E7,4.93E7,5.2E7,3.1E7,5.3E8,3.17E8,2.493189E9,1.495004E9
2024-11-02,5.2E7,3.1E7,DEFAULT,1,2.1E7,6,11,4,8.8E7,1.35E8,5.3E7,8.1E7,8.871428571428572E7,5.328571428571428E7,8.12E7,4.87E7,3.7E7,2.2E7,5.345E8,3.2E8,2.441189E9,1.464004E9
2024-11-03,3.7E7,2.2E7,DEFAULT,1,1.5E7,0,11,4,5.2E7,7.5E7,3.1E7,4.5E7,8.328571428571428E7,5.0E7,7.95E7,4.7666666666666664E7,8.2E7,4.9E7,5.375E8,3.22E8,2.404189E9,1.442004E9
2024-11-04,8.2E7,4.9E7,DEFAULT,1,3.3E7,1,11,4,3.7E7,8.8E7,2.2E7,5.3E7,8.242857142857143E7,4.9428571428571425E7,8.05E7,4.8266666666666664E7,8.75E7,5.25E7,5.405E8,3.24E8,2.322189E9,1.393004E9
2024-11-05,8.75E7,5.25E7,DEFAULT,1,3.5E7,2,11,4,8.2E7,1.15E8,4.9E7,6.9E7,7.85E7,4.7071428571428575E7,8.218333333333333E7,4.9283333333333336E7,8.5E7,5.1E7,5.43E8,3.255E8,2.234689E9,1.340504E9
2024-11-06,8.5E7,5.1E7,DEFAULT,1,3.4E7,3,11,4,8.75E7,1.08E8,5.25E7,6.5E7,7.521428571428572E7,4.5071428571428575E7,8.251666666666667E7,4.9483333333333336E7,9.05E7,5.4E7,5.455E8,3.27E8,2.149689E9,1.289504E9
2024-11-07,9.05E7,5.4E7,DEFAULT,1,3.65E7,4,11,4,8.5E7,9.5E7,5.1E7,5.7E7,7.457142857142857E7,4.464285714285714E7,8.286666666666667E7,4.9683333333333336E7,9.6E7,5.75E7,5.48E8,3.285E8,2.059189E9,1.235504E9
2024-11-08,9.6E7,5.75E7,DEFAULT,1,3.85E7,5,11,4,9.05E7,8.8E7,5.4E7,5.3E7,7.571428571428572E7,4.528571428571428E7,8.348333333333333E7,5.005E7,5.65E7,3.4E7,5.505E8,3.3E8,1.963189E9,1.178004E9
2024-11-09,5.65E7,3.4E7,DEFAULT,1,2.25E7,6,11,4,9.6E7,5.2E7,5.75E7,3.1E7,7.635714285714285E7,4.571428571428572E7,8.26E7,4.9533333333333336E7,4.0E7,2.4E7,5.52E8,3.31E8,1.906689E9,1.144004E9
2024-11-10,4.0E7,2.4E7,DEFAULT,1,1.6E7,0,11,4,5.65E7,3.7E7,3.4E7,2.2E7,7.678571428571428E7,4.6E7,8.098333333333333E7,4.8566666666666664E7,8.5E7,5.1E7,5.53E8,3.315E8,1.866689E9,1.120004E9
2024-11-11,8.5E7,5.1E7,DEFAULT,1,3.4E7,1,11,4,4.0E7,8.2E7,2.4E7,4.9E7,7.721428571428572E7,4.628571428571428E7,8.208333333333333E7,4.9233333333333336E7,9.0E7,5.4E7,5.56E8,3.335E8,1.781689E9,1.069004E9
2024-11-12,9.0E7,5.4E7,DEFAULT,1,3.6E7,2,11,4,8.5E7,8.75E7,5.1E7,5.25E7,7.757142857142857E7,4.65E7,8.385E7,5.03E7,8.75E7,5.25E7,5.595E8,3.355E8,1.691689E9,1.015004E9
2024-11-13,8.75E7,5.25E7,DEFAULT,1,3.5E7,3,11,4,9.0E7,8.5E7,5.4E7,5.1E7,7.792857142857143E7,4.671428571428572E7,8.416666666666667E7,5.0483333333333336E7,9.3E7,5.55E7,5.63E8,3.375E8,1.604189E9,9.62504E8
2024-11-14,9.3E7,5.55E7,DEFAULT,1,3.75E7,4,11,4,8.75E7,9.05E7,5.25E7,5.4E7,7.828571428571428E7,4.6928571428571425E7,8.448333333333333E7,5.0666666666666664E7,9.85E7,5.9E7,5.665E8,3.4E8,1.511189E9,9.07004E8
2024-11-15,9.85E7,5.9E7,DEFAULT,1,3.95E7,5,11,4,9.3E7,9.6E7,5.55E7,5.75E7,7.864285714285715E7,4.714285714285714E7,8.506666666666667E7,5.1016666666666664E7,5.8E7,3.5E7,5.7E8,3.42E8,1.412689E9,8.48004E8
2024-11-16,5.8E7,3.5E7,DEFAULT,1,2.3E7,6,11,4,9.85E7,5.65E7,5.9E7,3.4E7,7.885714285714285E7,4.728571428571428E7,8.411666666666667E7,5.045E7,4.1E7,2.45E7,5.72E8,3.43E8,1.354689E9,8.13004E8
2024-11-17,4.1E7,2.45E7,DEFAULT,1,1.65E7,0,11,4,5.8E7,4.0E7,3.5E7,2.4E7,7.9E7,4.735714285714286E7,8.241666666666667E7,4.9433333333333336E7,8.8E7,5.3E7,5.735E8,3.44E8,1.313689E9,7.88504E8
2024-11-18,8.8E7,5.3E7,DEFAULT,1,3.5E7,1,11,4,4.1E7,8.5E7,2.45E7,5.1E7,7.942857142857143E7,4.764285714285714E7,8.355E7,5.0116666666666664E7,9.35E7,5.6E7,5.955E8,3.57E8,1.225689E9,7.35504E8
2024-11-19,9.35E7,5.6E7,DEFAULT,1,3.75E7,2,11,4,8.8E7,9.0E7,5.3E7,5.4E7,7.992857142857143E7,4.7928571428571425E7,8.538333333333333E7,5.1216666666666664E7,9.1E7,5.45E7,6.27E8,3.76E8,1.132189E9,6.79504E8
2024-11-20,9.1E7,5.45E7,DEFAULT,1,3.65E7,3,11,4,9.35E7,8.75E7,5.6E7,5.25E7,8.042857142857143E7,4.821428571428572E7,8.571666666666667E7,5.1416666666666664E7,9.65E7,5.8E7,6.68E8,4.005E8,1.041189E9,6.25004E8
2024-11-21,9.65E7,5.8E7,DEFAULT,1,3.85E7,4,11,4,9.1E7,9.3E7,5.45E7,5.55E7,8.092857142857143E7,4.8571428571428575E7,8.606666666666667E7,5.1633333333333336E7,1.02E8,6.1E7,7.115E8,4.265E8,9.44689E8,5.67004E8
2024-11-22,1.02E8,6.1E7,DEFAULT,1,4.1E7,5,11,4,9.65E7,9.85E7,5.8E7,5.9E7,8.142857142857143E7,4.885714285714286E7,8.668333333333333E7,5.2E7,6.0E7,3.6E7,7.575E8,4.545E8,8.42689E8,5.06004E8
2024-11-23,6.0E7,3.6E7,DEFAULT,1,2.4E7,6,11,4,1.02E8,5.8E7,6.1E7,3.5E7,8.171428571428572E7,4.9E7,8.475E7,5.0833333333333336E7,4.25E7,2.55E7,7.825E8,4.695E8,7.82689E8,4.70004E8
2024-11-24,4.25E7,2.55E7,DEFAULT,1,1.7E7,0,11,4,6.0E7,4.1E7,3.6E7,2.45E7,8.192857142857143E7,4.914285714285714E7,8.19E7,4.9116666666666664E7,1.1E8,6.6E7,7.40189E8,4.44504E8,7.40189E8,4.44504E8
2024-11-25,1.1E8,6.6E7,DEFAULT,1,4.4E7,1,11,4,4.25E7,8.8E7,2.55E7,5.3E7,8.507142857142857E7,5.1E7,8.106666666666667E7,4.8616666666666664E7,1.25E8,7.5E7,6.30189E8,3.78504E8,6.30189E8,3.78504E8
2024-11-26,1.25E8,7.5E7,DEFAULT,1,5.0E7,2,11,4,1.1E8,9.35E7,6.6E7,5.6E7,8.957142857142857E7,5.371428571428572E7,8.273333333333333E7,4.9616666666666664E7,1.32E8,7.9E7,5.05189E8,3.03504E8,5.05189E8,3.03504E8
2024-11-27,1.32E8,7.9E7,DEFAULT,1,5.3E7,3,11,4,1.25E8,9.1E7,7.5E7,5.45E7,9.542857142857143E7,5.721428571428572E7,8.42E7,5.0483333333333336E7,1.4E8,8.4E7,3.73189E8,2.24504E8,3.73189E8,2.24504E8
2024-11-28,1.4E8,8.4E7,DEFAULT,1,5.6E7,4,11,4,1.32E8,9.65E7,7.9E7,5.8E7,1.0164285714285715E8,6.0928571428571425E7,8.503333333333333E7,5.0983333333333336E7,1.48E8,8.9E7,2.33189E8,1.40504E8,2.33189E8,1.40504E8
2024-11-29,1.48E8,8.9E7,DEFAULT,1,5.9E7,5,11,4,1.4E8,1.02E8,8.4E7,6.1E7,1.0821428571428572E8,6.4928571428571425E7,8.636666666666667E7,5.1783333333333336E7,8.5E7,5.1E7,8.5189E7,5.1504E7,8.5189E7,5.1504E7
2024-11-30,8.5E7,5.1E7,DEFAULT,1,3.4E7,6,11,4,1.48E8,6.0E7,8.9E7,3.6E7,1.1178571428571428E8,6.7071428571428575E7,8.603333333333333E7,5.1583333333333336E7,189000.0,504000.0,189000.0,504000.0,189000.0,504000.0
2025-12-09,189000.0,504000.0,DEFAULT,7,-315000.0,2,12,4,8.5E7,4.25E7,5.1E7,2.55E7,1.0574128571428572E8,6.3500571428571425E7,8.31063E7,4.9833466666666664E7,,,,,,
